athlete_code,name,gender,country_code,country,nationality_code,nationality,disciplines,events,birth_date,birth_country,hobbies,occupation,lang,reason,hero,medal_type,medal_code,medal_date,has_medal
1555010,HAGMAN Nathalie,Female,SWE,Sweden,SWE,Sweden,['Handball'],['Women'],1991-07-19,Sweden,,Athlete,"Danish, English, Swedish",,"Footballer Zlatan Ibrahimovic (SWE), a prolific striker who won 34 trophies including 14 league titles. He is Sweden’s all-time top scorer with 62 international goals in 122 matches",None,None,None,False
1555033,GEORGIOU Marios,Male,CYP,Cyprus,CYP,Cyprus,['Artistic Gymnastics'],"['Men', ""Men's All-Around"", ""Men's Floor Exercise"", ""Men's Horizontal Bar"", ""Men's Parallel Bars"", ""Men's Pommel Horse"", ""Men's Rings"", ""Men's Vault""]",1997-11-10,Cyprus,Dancing,Athlete,"English, Greek",He was selected to practise gymnastics by a specialist,"Artistic gymnast Kohei Uchimura (JPN), seven-time Olympic medallist (three gold, four silver) winning back-to-back individual all-around gold (2012, 2016), 20-time world championship medallist with 10 gold (six individual all-around titles)",None,None,None,False
1555034,BOBOKULOVA Sabina,Female,UZB,Uzbekistan,UZB,Uzbekistan,['Boxing'],"[""Women's 50kg""]",2003-07-29,Uzbekistan,,,"Russian, Uzbek",,,None,None,None,False
1555069,UKTAMOVA Nigina,Female,UZB,Uzbekistan,UZB,Uzbekistan,['Boxing'],"[""Women's 54kg""]",2003-06-14,Uzbekistan,,"Athlete, student","Russian, Uzbek",,,None,None,None,False
1555070,TUGOLUKOVA Vera,Female,CYP,Cyprus,CYP,Cyprus,['Rhythmic Gymnastics'],['Individual All-Around'],2008-09-16,Russian Federation,,Athlete,Russian,,,None,None,None,False
1555074,TURDIBEKOVA Sitora,Female,UZB,Uzbekistan,UZB,Uzbekistan,['Boxing'],"[""Women's 57kg""]",2002-05-20,Uzbekistan,Listening to music,Athlete,Russian,Has been fond of sport since childhood,"Boxer Muhammad Ali, born Cassius Clay (USA), former undisputed heavyweight champion of the world, 1960 Olympic champion (light heavyweight), nicknamed 'The Greatest' and regarded as one of the most significant sports figures of the 20th century",None,None,None,False
1555082,DUBOVITSKAYA Nadezhda,Female,KAZ,Kazakhstan,KAZ,Kazakhstan,['Athletics'],"[""Women's High Jump""]",1998-03-12,Kazakhstan,"Painting, reading books, spending time with friends",Athlete,"English, Kazakh, Russian",“As a child I was thin and light and to improve my health my parents enrolled me in athletics. At first the coaches tried me at short distances to test how I ran. Then they sent me to jump. I immediately jumped 1.55m and they sent me to the senior championships of Kazakhstan.” (myInfo),"High jumper Mutaz Essa Barshim (QAT), 2020 Olympic champion, two-time Olympic silver medallist (2012, 2016), five-time world championship medallist (three gold, one silver, one bronze), second best performer in history with 2.43m",None,None,None,False
1555095,HIGGINS Eve,Female,IRL,Ireland,IRL,Ireland,['Rugby Sevens'],['Women'],1999-06-23,Ireland,,Athlete,English,"She loved rugby immediately. ""I was a massive tomboy and just wanted to play. It didn’t bother me to play against boys at all."" (the42.ie, 20 Oct 2018)","Boxer Katie Taylor (IRL), 2012 Olympic lightweight champion",None,None,None,False
1555096,MULHALL ROCK Lucy,Female,IRL,Ireland,IRL,Ireland,['Rugby Sevens'],['Women'],1993-09-29,Ireland,,"Athlete, vice-president of business development at an investment company",English,"In 2014, she received an email from former European Cup winner with Ulster, Stanley McDowell, who invited her to trial for Ireland's nascent rugby sevens programme, although she admits she had trouble learning the rules. ""For a long time, I didn't know why the referee was calling for a foul or I didn't understand the ruck and who could go into it and when you could poach a ball."" (independent.ie, 20 Jun 2020)","Boxer Katie Taylor (IRL), 2012 Olympic lightweight champion",None,None,None,False
1555097,PARSONS Beibhinn,Female,IRL,Ireland,IRL,Ireland,['Rugby Sevens'],['Women'],2001-11-30,Ireland,,Athlete,English,,,None,None,None,False
1555098,HARRINGTON Kellie,Female,IRL,Ireland,IRL,Ireland,['Boxing'],"[""Women's 60kg""]",1989-12-11,Ireland,"Singing, walking her dogs, cooking and baking","Athlete, cleaner",English,"Kicked out of school at 14 and turned to boxing a year later to give her some discipline. Was initially rejected by the local boxing club, as they would not take girls, but she kept persisting and they eventually let her join",,Gold Medal,1.0,2024-08-06,True
1555100,RIORDAN Erin,Female,IRL,Ireland,IRL,Ireland,['Swimming'],"[""Women's 4 x 100m Freestyle Relay"", 'Relay Only Athlete']",1999-09-02,,,,English,,,None,None,None,False
1555101,RYAN Shane,Male,IRL,Ireland,IRL,Ireland,['Swimming'],"[""Men's 4 x 100m Medley Relay"", ""Men's 50m Freestyle""]",1994-01-27,United States,"Golf, playing video games",Athlete,English,His mother introduced him to the sport,,None,None,None,False
1555109,CLARK Aoife,Female,IRL,Ireland,IRL,Ireland,['Equestrian'],"['Eventing Individual', 'Eventing Team']",1981-08-06,Ireland,,"Athlete, business owner, coach, horse trainer, horse trader",English,,,None,None,None,False
1555111,HARTE David,Male,IRL,Ireland,IRL,Ireland,['Hockey'],['Men'],1988-04-03,Ireland,,Athlete,English,,,None,None,None,False
1555185,IBANEZ DIAZ Javier,Male,BUL,Bulgaria,BUL,Bulgaria,['Boxing'],"[""Men's 57kg""]",1996-07-14,Cuba,,,Spanish,,,Bronze Medal,3.0,2024-08-08,True
1555190,ROSENOV Radoslav Simeonov,Male,BUL,Bulgaria,BUL,Bulgaria,['Boxing'],"[""Men's 63.5kg""]",2003-12-15,Bulgaria,,,"Bulgarian, English",Lists persistence and discipline as the two main qualities that are important for boxing,,None,None,None,False
1555195,KIWAN Rami Mofid,Male,BUL,Bulgaria,BUL,Bulgaria,['Boxing'],"[""Men's 71kg""]",2000-06-03,Bulgaria,,,Bulgarian,,,None,None,None,False
1555234,ASVESTA Sofia,Female,CYP,Cyprus,CYP,Cyprus,['Judo'],['Women -52 kg'],2000-06-05,Cyprus,"""Spending time with my friends, going to cafes. In summer, at the beach, water sports and enjoying the sun. The best way to relax and refuel my energy is at my parents' home in Cyprus. I like to travel around the world and to discover new places. Sometimes I like to read books or watch Turkish series."" (Athlete, 20 Mar 2024)",,"English, Greek, Italian, Russian","""I followed my mum's steps in judo."" (Athlete, 20 Mar 2024)","""I had many idols, all world champions, such as Georgii Zantaraia (GEO), Ilias Iliadis (GRE), Kaori Matsumoto (JPN), Yarden Gerbi (ISR). Now I prefer to see the progress of different athletes."" (Athlete, 20 Mar 2024)",None,None,None,False
1555317,PETROVA Stanimira,Female,BUL,Bulgaria,BUL,Bulgaria,['Boxing'],"[""Women's 54kg""]",1990-12-16,Bulgaria,"Drawing, listening to music, watching movies",Athlete,"Bulgarian, English",,"Boxer Muhammad Ali, born Cassius Clay (USA), former undisputed heavyweight champion of the world, 1960 Olympic champion (light heavyweight), nicknamed 'The Greatest' and regarded as one of the most significant sports figures of the 20th century.</p><p>Boxer Anthony Joshua (GBR), 2012 Olympic super heavyweight champion, multiple world professional champion - IBF heavyweight (2016-2019, 2019-21), WBA (Super) heavyweight (2017-2019, 2019-21), WBO heavyweight (2018-2019, 2019-21).</p><p>Boxer Vasiliy Lomachenko (UKR), two-time Olympic champion (2008 featherweight, 2012 lightweight), two-time world amateur champion, European amateur champion and junior world champion. One of the most successful amateur boxers of all time with a record of 396 wins and just one defeat, he has a 18-3 record in the professional ranks. (as of 24 May 2024)",None,None,None,False
1555318,STANEVA Svetlana Kamenova,Female,BUL,Bulgaria,BUL,Bulgaria,['Boxing'],"[""Women's 57kg""]",1990-06-26,Bulgaria,,,Bulgarian,,,None,None,None,False
1555372,EL BAKKALI Soufiane,Male,MAR,Morocco,MAR,Morocco,['Athletics'],"[""Men's 3000m Steeplechase""]",1996-01-07,Morocco,,Athlete,"Arabic, French",,,Gold Medal,1.0,2024-08-07,True
1555380,TINDOUFT Mohamed,Male,MAR,Morocco,MAR,Morocco,['Athletics'],"[""Men's 3000m Steeplechase""]",1993-03-12,,,Athlete,Arabic,,,None,None,None,False
1555417,TOMOVA Viktoriya,Female,BUL,Bulgaria,BUL,Bulgaria,['Tennis'],"[""Women's Singles""]",1995-02-25,Bulgaria,,,"Bulgarian, Croatian, English, Russian",,,None,None,None,False
1555457,PORTER Chanice,Female,JAM,Jamaica,JAM,Jamaica,['Athletics'],"[""Women's Long Jump""]",1994-05-25,Jamaica,,"Athlete, assistant director of accounts payable",English,,,None,None,None,False
1555479,ELAIDI Achraf,Male,MAR,Morocco,MAR,Morocco,['Canoe Sprint'],"[""Men's Kayak Single 1000m""]",2002-05-20,,,Athlete,"Arabic, French",,,None,None,None,False
1555493,TYSON Tiger,Male,ANT,Antigua and Barbuda,ANT,Antigua and Barbuda,['Sailing'],"[""Men's Kite""]",2002-05-08,New Zealand,,Athlete,English,"His Olympic dream started when he went to watch table tennis at London 2012. He was 10 years old. Discovered that kiteboarding was going to be in the Youth Olympic Games in 2018, started training seriously when he was 13 and competed at the Games in Buenos Aires when he was 16",,None,None,None,False
1555500,FARKOUSSI Kaoutar,Female,MAR,Morocco,MAR,Morocco,['Athletics'],"[""Women's Marathon""]",1996-03-19,Morocco,,"Athlete, sport soldier in the Moroccan Royal Guard",Arabic,,,None,None,None,False
1555501,OUTALHA Mohcin,Male,MAR,Morocco,MAR,Morocco,['Athletics'],"[""Men's Marathon""]",1998-12-15,,,Athlete,Arabic,,,None,None,None,False
1555502,BLAKE Ackeem,Male,JAM,Jamaica,JAM,Jamaica,['Athletics'],"[""Men's 100m"", ""Men's 4 x 100m Relay""]",2002-01-21,Jamaica,,Athlete,English,,"Sprinter Yohan Blake (JAM), two-time Olympic 4x100m relay champion (2012, 2016), two-time 2012 Olympic silver medallist (100, 200m), two-time 2011 world champion (100m, 4x100m)",None,None,None,False
1555503,EL GOUMRI Othmane,Male,MAR,Morocco,MAR,Morocco,['Athletics'],"[""Men's Marathon""]",1992-05-28,Morocco,,Athlete,"Arabic, English",,,None,None,None,False
1555506,GARDADI Fatima Ezzahra,Female,MAR,Morocco,MAR,Morocco,['Athletics'],"[""Women's Marathon""]",1992-03-20,Morocco,,"Athlete, soldier",Arabic,,"Distance runner Jaouad Gharib (MAR), 2008 Olympic marathon silver medallist, two-time world marathon champion (2003, 2005). </p><p>""At the age of 36, he won an Olympic medal. So he did it at such an advanced age, no one had done what he has done. He is a role model for me and I wish to achieve what he has achieved, which would be a first for Moroccan women in my discipline."" (thenationalnews.com, 25 Sep 2023)",None,None,None,False
1555510,CISTERNAS Eduardo,Male,CHI,Chile,CHI,Chile,['Swimming'],"[""Men's 400m Freestyle""]",2004-01-10,Chile,,Student,,"""I swim because I like it, it gives me benefits, personal and academic. An important person for me told me once that I have to enjoy what I am doing, the pressure comes later."" (myInfo)",,None,None,None,False
1555511,TALBI Zouhair,Male,MAR,Morocco,MAR,Morocco,['Athletics'],"[""Men's Marathon""]",1995-04-08,Morocco,,"Athlete, coach","Arabic, Berber, English, French","Was inspired by his uncle who was a marathon runner. The local club he joined was also the one where marathoner Jaouad Gharib, his hometown legend and inspiration, had started his career","Distance runner Jaouad Gharib (MAR), 2008 Olympic marathon silver medallist, two-time world marathon champion (2003, 2005)",None,None,None,False
1555512,KOBRICH Kristel,Female,CHI,Chile,CHI,Chile,['Swimming'],"[""Women's 1500m Freestyle"", ""Women's 800m Freestyle""]",1985-08-09,Chile,"Sports, reading, watching television and films, cooking",Athlete,"English, German, Spanish",Her older sisters competed in swimming and she showed potential when she accompanied them to training,,None,None,None,False
1555519,EL GUESSE Abdelati,Male,MAR,Morocco,MAR,Morocco,['Athletics'],"[""Men's 800m""]",1993-02-27,Morocco,,Athlete,"Arabic, French",,,None,None,None,False
1555537,ALVAREZ BORGES Erislandy,Male,CUB,Cuba,CUB,Cuba,['Boxing'],"[""Men's 63.5kg""]",2000-07-14,Cuba,,Athlete,Spanish,,,Gold Medal,1.0,2024-08-07,True
1555541,ISSAKA GARBA Nouridine,Male,NIG,Niger,NIG,Niger,['Taekwondo'],['Men -58kg'],2005-10-28,Niger,,Athlete,"English, French",,,None,None,None,False
1555542,WUILLIEZ Jadon,Male,ANT,Antigua and Barbuda,ANT,Antigua and Barbuda,['Swimming'],"[""Men's 100m Breaststroke""]",2002-06-13,,,,English,,"Swimmer Michael Phelps (USA), 28-time Olympic medallist (23 gold, three silver, two bronze); 33-time world championship medallist (26 gold, six silver, one bronze)",None,None,None,False
1555548,LOPEZ CARDONA Arlen,Male,CUB,Cuba,CUB,Cuba,['Boxing'],"[""Men's 80kg""]",1993-02-21,Cuba,,Athlete,Spanish,"Discovered by coach Eleodoro Stable, who invited him to try boxing",,Bronze Medal,3.0,2024-08-04,True
1555550,SHAW Ellie,Female,ANT,Antigua and Barbuda,ANT,Antigua and Barbuda,['Swimming'],"[""Women's 100m Breaststroke""]",2008-08-10,,,Athlete,English,,,None,None,None,False
1555553,la CRUZ PERAZA Julio Cesar,Male,CUB,Cuba,CUB,Cuba,['Boxing'],"[""Men's 92kg""]",1989-08-11,Cuba,,Athlete,Spanish,,,None,None,None,False
1555554,GREENE Cejhae,Male,ANT,Antigua and Barbuda,ANT,Antigua and Barbuda,['Athletics'],"[""Men's 100m""]",1995-10-06,Antigua and Barbuda,"Playing video games, travelling. Loves wine",Athlete,English,Coaches Teddy Daley and Heather Samuel realised his potential after watching him compete at his school,,None,None,None,False
1555555,LLOYD Joella,Female,ANT,Antigua and Barbuda,ANT,Antigua and Barbuda,['Athletics'],"[""Women's 100m""]",2002-04-12,Antigua and Barbuda,,Athlete,English,,"Sprinter Shaunae Miller-Uibo (BAH), two-time Olympic 400m champion (2016, 2020), four-time world championship medallist (one gold, two silver, one bronze)",None,None,None,False
1555589,ISSOUFOU Abdoul,Male,NIG,Niger,NIG,Niger,['Taekwondo'],['Men +80kg'],1994-12-26,Niger,,Athlete,French,He and his brother were introduced to the sport by their cousin,Gabonese taekwondo athlete Anthony Obame.</p><p>Malian taekwondo athlete Daba Modibo Keita,None,None,None,False
1555792,LOPEZ Gaby,Female,MEX,Mexico,MEX,Mexico,['Golf'],"[""Women's Individual Stroke Play""]",1993-11-09,Mexico,"Dancing, water skiing, playing tennis, reading, watching movies",,"English, Spanish",She comes from a golfing family,"Golfer Lorena Ochoa (MEX), two-time Ladies Professional Golf Association (LPGA)  major winner (2007 British Open, 2008 Chevron Championship), world number one for 158 weeks (April 2007 to May 2010)",None,None,None,False
1555976,KULISH Serhiy,Male,UKR,Ukraine,UKR,Ukraine,['Shooting'],"['10m Air Rifle Men', '50m Rifle 3 Positions Men']",1993-04-17,Ukraine,"Billiards, fishing",Military officer,"Russian, Ukrainian","When he first went to a shooting range, he really enjoyed it and kept going back",,Silver Medal,2.0,2024-08-01,True
